,wt1,wt2,wt3,unp1,unp2,unp3
0_B,-0.15368099999999998,0.505482,0.381202,-0.159398,-0.06310249999999999,0.303559
1_B,0.476721,0.50827,0.44673999999999997,-0.0445982,0.011387799999999998,0.543722
2_B,0.524848,0.543167,0.94176,0.404729,0.439874,-0.44786899999999996
3_B,0.6668810000000001,-0.135671,0.05498240000000001,-0.19503900000000002,0.299408,0.300525
0_CI,0.0,0.0,0.0,-0.09054989999999999,-0.48858100000000004,1.25868
1_CI,0.0,0.0,0.0,0.05,0.05,0.05
2_CI,0.0,0.0,0.0,0.15,0.15,0.15
3_CI,0.0,0.0,0.0,0.104244,0.354402,0.609268
0_CN,0.0,0.0,0.0,0.15,0.15,0.15
1_CN,0.0,0.0,0.0,0.05,0.05,0.05
2_CN,0.0,0.0,0.0,0.15,0.15,0.15
3_CN,0.0,0.0,0.0,0.05,0.05,0.05
0_EN,0.0,0.0,0.0,-0.488782,-0.29689099999999996,0.200192
1_EN,0.0,0.0,0.0,0.138388,0.514368,0.42961400000000005
2_EN,1.0819,0.726028,0.634482,0.0019125999999999998,-0.28322800000000004,0.419795
3_EN,0.0,0.0,0.0,-0.0487165,0.8922700000000001,0.48109399999999997
0_EWG_0,0.0,0.0,0.0,0.15,0.15,0.15
0_EWG_1,0.0,0.0,0.0,0.257884,0.0819488,-0.2125
0_EWG_2,0.0,0.0,0.0,0.15,0.15,0.15
0_EWG_3,0.0,0.0,0.0,-0.545503,0.494767,0.275713
0_EWG_4,0.0,0.0,0.0,0.15,0.15,0.15
0_EWG_5,0.0,0.0,0.0,-0.530421,-0.311827,-0.162445
1_EWG_0,0.0,0.0,0.0,0.15,0.15,0.15
1_EWG_1,0.0,0.0,0.0,0.491982,-0.118277,-0.44139799999999996
1_EWG_2,0.0,0.0,0.0,0.15,0.15,0.15
1_EWG_3,0.0,0.0,0.0,-0.40224,-0.20956799999999998,0.42200200000000004
1_EWG_4,0.0,0.0,0.0,0.15,0.15,0.15
1_EWG_5,0.0,0.0,0.0,-0.618079,-0.206612,1.21022
2_EWG_0,0.0,0.0,0.0,0.15,0.15,0.15
2_EWG_1,0.0,0.0,0.0,-0.1643,0.265469,-0.061059
2_EWG_2,0.0,0.0,0.0,-0.7334149999999999,0.00639763,-0.310136
2_EWG_3,0.0,0.0,0.0,-0.041502199999999996,0.409763,-0.48634099999999997
2_EWG_4,0.0,0.0,0.0,-0.0718256,-0.288304,0.67237
2_EWG_5,0.0,0.0,0.0,0.375076,0.379129,-0.18274
3_EWG_0,0.0,0.0,0.0,0.15,0.15,0.15
3_EWG_1,0.0,0.0,0.0,0.377141,0.130642,0.332054
3_EWG_2,0.0,0.0,0.0,0.15,0.15,0.15
3_EWG_3,0.0,0.0,0.0,0.5609350000000001,-0.244637,-0.059179499999999996
3_EWG_4,0.0,0.0,0.0,0.15,0.15,0.15
3_EWG_5,0.0,0.0,0.0,-0.30198800000000003,-0.18531,0.0351731
0_HH_0,0.0,0.0,0.0,0.15,0.15,0.15
0_HH_1,0.0,0.0,0.0,-0.153905,0.157557,0.241211
0_HH_2,0.0,0.0,0.0,0.15,0.15,0.15
0_HH_3,0.0,0.0,0.0,-0.089503,0.42536599999999997,0.435118
0_HH_4,0.0,0.0,0.0,0.15,0.15,0.15
0_HH_5,0.0,0.0,0.0,0.15119000000000002,-0.609544,0.0997685
1_HH_0,0.0,0.0,0.0,0.15,0.15,0.15
