,wt1,wt2,wt3,unp1,unp2,unp3
0_B,-0.11591800000000001,0.00606624,0.0678885,-0.30301100000000003,-0.355985,-0.060712699999999994
1_B,0.321092,0.850297,0.157546,0.131944,0.5670930000000001,-0.6233850000000001
2_B,0.14063399999999998,0.505678,0.198573,-0.0551947,0.10962999999999999,0.172149
3_B,-0.254402,1.36458,0.303213,0.33586,0.358518,-0.311084
0_CI,0.0,0.0,0.0,-0.244637,-0.109947,0.18446400000000002
1_CI,0.0,0.0,0.0,0.05,0.05,0.05
2_CI,0.0,0.0,0.0,0.15,0.15,0.15
3_CI,0.0,0.0,0.0,0.42253900000000005,-0.0176431,0.925992
0_CN,0.0,0.0,0.0,0.15,0.15,0.15
1_CN,0.0,0.0,0.0,0.05,0.05,0.05
2_CN,0.0,0.0,0.0,0.15,0.15,0.15
3_CN,0.0,0.0,0.0,0.05,0.05,0.05
0_EN,0.0,0.0,0.0,0.306402,-0.403269,0.948443
1_EN,0.0,0.0,0.0,0.8713559999999999,0.152774,0.251008
2_EN,0.5923649999999999,0.780217,0.594955,-0.541768,0.181456,0.0367631
3_EN,0.0,0.0,0.0,-0.526235,0.7770520000000001,-0.19313699999999998
0_EWG_0,0.0,0.0,0.0,0.15,0.15,0.15
0_EWG_1,0.0,0.0,0.0,-0.392313,0.34865100000000004,-0.41795600000000005
0_EWG_2,0.0,0.0,0.0,0.15,0.15,0.15
0_EWG_3,0.0,0.0,0.0,-0.5977319999999999,-0.5510390000000001,-0.15116300000000002
0_EWG_4,0.0,0.0,0.0,0.15,0.15,0.15
0_EWG_5,0.0,0.0,0.0,0.39027,-0.133049,0.630124
1_EWG_0,0.0,0.0,0.0,0.15,0.15,0.15
1_EWG_1,0.0,0.0,0.0,0.181673,0.25406,0.0301733
1_EWG_2,0.0,0.0,0.0,0.15,0.15,0.15
1_EWG_3,0.0,0.0,0.0,-0.34425900000000004,0.333208,0.135954
1_EWG_4,0.0,0.0,0.0,0.15,0.15,0.15
1_EWG_5,0.0,0.0,0.0,-0.504708,0.36538000000000004,-0.192348
2_EWG_0,0.0,0.0,0.0,0.15,0.15,0.15
2_EWG_1,0.0,0.0,0.0,-0.0530102,0.32398699999999997,-0.100199
2_EWG_2,0.0,0.0,0.0,0.07808839999999999,0.188709,-0.115972
2_EWG_3,0.0,0.0,0.0,0.0673952,-0.28257899999999997,-0.0761234
2_EWG_4,0.0,0.0,0.0,0.5164270000000001,-0.324412,-0.141413
2_EWG_5,0.0,0.0,0.0,-0.474792,-0.0456858,0.42586599999999997
3_EWG_0,0.0,0.0,0.0,0.15,0.15,0.15
3_EWG_1,0.0,0.0,0.0,0.144975,0.6615989999999999,-0.07000819999999999
3_EWG_2,0.0,0.0,0.0,0.15,0.15,0.15
3_EWG_3,0.0,0.0,0.0,0.273602,0.264465,0.07863889999999998
3_EWG_4,0.0,0.0,0.0,0.15,0.15,0.15
3_EWG_5,0.0,0.0,0.0,-0.07187869999999999,-0.380227,-0.25085100000000005
0_HH_0,0.0,0.0,0.0,0.15,0.15,0.15
0_HH_1,0.0,0.0,0.0,0.483559,0.09012239999999999,-0.339266
0_HH_2,0.0,0.0,0.0,0.15,0.15,0.15
0_HH_3,0.0,0.0,0.0,0.41852399999999995,0.28182399999999996,0.637568
0_HH_4,0.0,0.0,0.0,0.15,0.15,0.15
0_HH_5,0.0,0.0,0.0,0.0061267,-0.0106124,-0.09347369999999999
1_HH_0,0.0,0.0,0.0,0.15,0.15,0.15
1_HH_1,0.0,0.0,0.0,-0.250017,-0.604719,0.485601
1_HH_2,0.0,0.0,0.0,0.15,0.15,0.15
1_HH_3,0.0,0.0,0.0,0.437742,-0.49508500000000005,0.164804
1_HH_4,0.0,0.0,0.0,0.15,0.15,0.15
1_HH_5,0.0,0.0,0.0,0.551238,1.51986,-0.181622
2_HH_0,0.0,0.0,0.0,0.15,0.15,0.15
2_HH_1,0.0,0.0,0.0,0.0663406,-0.144494,0.20824499999999999
2_HH_2,0.0,0.0,0.0,0.15,0.15,0.15
2_HH_3,0.0,0.0,0.0,-0.0172491,-0.317335,-0.434496
2_HH_4,0.0,0.0,0.0,0.15,0.15,0.15
2_HH_5,0.0,0.0,0.0,0.569044,-0.0229891,-0.0302284
3_HH_0,0.0,0.0,0.0,0.15,0.15,0.15
3_HH_1,0.0,0.0,0.0,0.675229,0.0196349,-0.265937
3_HH_2,0.0,0.0,0.0,0.15,0.15,0.15
3_HH_3,0.0,0.0,0.0,-0.252506,0.5490470000000001,0.064723
3_HH_4,0.0,0.0,0.0,0.15,0.15,0.15
3_HH_5,0.0,0.0,0.0,0.875192,-0.585071,0.190904
0_IWG,0.0,0.0,0.0,0.36669,0.507137,0.576973
1_IWG,1.03754,0.856892,1.00681,0.05,0.05,0.05
2_IWG,0.0,0.0,0.0,0.15,0.15,0.15
3_IWG,0.0,0.0,0.0,0.05,0.05,0.05
0_PH_0,0.0,0.0,0.0,0.16175599999999998,0.8899799999999999,0.302794
0_PH_1,0.0,0.0,0.0,0.9259120000000001,-0.0461417,0.438008
0_PH_2,0.0,0.0,0.0,-0.182161,-0.493733,0.164145
0_PH_3,0.0,0.0,0.0,-0.333912,0.229969,0.045875900000000004
0_PH_4,0.0,0.0,0.0,0.282457,0.0739097,-0.118039
0_PH_5,0.0,0.0,0.0,-0.345328,-0.104375,-0.770382
1_PH_0,0.0,0.0,0.0,-0.169248,0.509472,0.9510270000000001
1_PH_1,0.0,0.0,0.0,0.643826,0.370521,-0.0372906
1_PH_2,0.0,0.0,0.0,0.332409,0.735927,-0.284455
1_PH_3,0.0,0.0,0.0,0.0553837,0.370935,0.0614106
1_PH_4,0.0,0.0,0.0,-0.147628,0.618963,0.375747
1_PH_5,0.0,0.0,0.0,0.0305988,0.18391,0.0106472
2_PH_0,0.0,0.0,0.0,0.130571,0.6611100000000001,0.6329779999999999
2_PH_1,0.0,0.0,0.0,0.22523400000000002,-0.062380399999999996,0.193776
2_PH_2,0.0,0.0,0.0,0.05817819999999999,-0.420049,0.0420206
2_PH_3,0.0,0.0,0.0,0.876137,-0.060137800000000005,-0.206814
2_PH_4,0.0,0.0,0.0,0.194839,0.13936800000000002,-0.557029
2_PH_5,0.0,0.0,0.0,-0.252102,-0.148918,-0.799393
3_PH_0,0.0,0.0,0.0,-0.113403,-0.163182,-0.704195
3_PH_1,0.0,0.0,0.0,0.00193011,0.058508199999999996,-0.348209
3_PH_2,0.0,0.0,0.0,-0.292402,0.702784,-0.45633900000000005
3_PH_3,0.0,0.0,0.0,-0.0828559,-0.38845999999999997,0.522703
3_PH_4,0.0,0.0,0.0,-0.334662,0.091515,0.502333
3_PH_5,0.0,0.0,0.0,0.449729,-0.0823385,0.448901
0_PTC_0,0.0,0.0,0.0,0.15,0.15,0.15
0_PTC_1,0.0,0.0,0.0,-0.160976,0.40582399999999996,-0.44387
0_PTC_2,0.0,0.0,0.0,0.15,0.15,0.15
0_PTC_3,0.0,0.0,0.0,0.0758203,-0.20458199999999999,0.038117000000000005
0_PTC_4,0.0,0.0,0.0,0.15,0.15,0.15
0_PTC_5,0.0,0.0,0.0,-0.07451189999999999,-0.0400441,0.016093
1_PTC_0,0.0,0.0,0.0,0.15,0.15,0.15
1_PTC_1,0.0,0.0,0.0,-0.258902,-0.171344,0.332459
1_PTC_2,0.0,0.0,0.0,0.15,0.15,0.15
1_PTC_3,0.0,0.0,0.0,0.204322,-0.286979,0.250927
1_PTC_4,0.0,0.0,0.0,0.15,0.15,0.15
1_PTC_5,0.0,0.0,0.0,0.8652120000000001,-0.262667,-0.13475499999999999
2_PTC_0,0.0,0.0,0.0,0.15,0.15,0.15
2_PTC_1,0.0,0.0,0.0,0.179083,0.036331699999999995,0.7042430000000001
2_PTC_2,0.0,0.0,0.0,0.15,0.15,0.15
2_PTC_3,0.0,0.0,0.0,0.696628,-0.145989,-0.457628
2_PTC_4,0.0,0.0,0.0,0.15,0.15,0.15
2_PTC_5,0.0,0.0,0.0,-0.336982,-0.147482,0.21432199999999998
3_PTC_0,0.0,0.0,0.0,0.15,0.15,0.15
3_PTC_1,0.0,0.0,0.0,-0.218479,0.0622998,-0.24992199999999998
3_PTC_2,0.0,0.0,0.0,0.15,0.15,0.15
3_PTC_3,0.0,0.0,0.0,-0.4445,0.275548,-0.34318200000000004
3_PTC_4,0.0,0.0,0.0,0.15,0.15,0.15
3_PTC_5,0.0,0.0,0.0,-0.625851,-0.401465,-0.822167
0_ci,0.0,0.0,0.0,-0.056865599999999995,-0.313021,1.1876799999999998
1_ci,0.0,0.0,0.0,-0.687299,-0.128252,0.669905
2_ci,0.0,0.0,0.0,0.360581,-0.403233,-0.0999245
3_ci,0.0,0.0,0.0,-0.291092,0.169975,0.414296
0_en,0.0,0.0,0.0,0.053889599999999996,0.134853,0.665724
1_en,0.0,0.0,0.0,0.242337,-0.456958,-0.333436
2_en,0.9992549999999999,1.1853,0.549665,-0.29102100000000003,0.129747,0.212061
3_en,0.0,0.0,0.0,-0.05991509999999999,0.00268406,0.180912
0_hh,0.0,0.0,0.0,-0.477533,0.577174,-0.241527
1_hh,0.0,0.0,0.0,0.414117,0.9686020000000001,-0.258301
2_hh,0.0,0.0,0.0,0.338327,0.07395410000000001,0.0897709
3_hh,0.0,0.0,0.0,0.0956432,0.333413,-0.051512999999999996
0_ptc,0.0,0.0,0.0,0.15,0.15,0.15
1_ptc,0.0,0.0,0.0,0.228102,0.09972669999999999,-0.0630844
2_ptc,0.0,0.0,0.0,-0.109497,0.7707970000000001,0.28599
3_ptc,0.0,0.0,0.0,0.05,0.05,0.05
0_wg,0.0,0.0,0.0,0.12211400000000001,-0.477339,-0.17135699999999998
1_wg,0.850176,1.3679,0.809016,0.06750700000000001,-0.0783402,-0.323288
2_wg,0.0,0.0,0.0,0.665316,0.424547,-0.0984288
3_wg,0.0,0.0,0.0,-0.521753,0.559751,0.00520448
