,wt1,wt2,wt3,unp1,unp2,unp3
0_B,0.13051600000000002,0.35689099999999996,-0.286173,0.248086,-0.164672,0.130098
1_B,0.0458047,0.145681,0.40987700000000005,0.734101,0.0821023,0.18798399999999998
2_B,0.96819,0.546623,0.454492,0.5263720000000001,0.27968699999999996,0.700001
3_B,0.951758,0.527011,0.6907260000000001,0.07782910000000001,0.61197,0.314348
0_CI,0.0,0.0,0.0,0.0818757,0.24323499999999998,-0.53091
1_CI,0.0,0.0,0.0,0.05,0.05,0.05
2_CI,0.0,0.0,0.0,0.15,0.15,0.15
3_CI,0.0,0.0,0.0,-0.710314,-0.191385,-0.314758
0_CN,0.0,0.0,0.0,0.15,0.15,0.15
1_CN,0.0,0.0,0.0,0.05,0.05,0.05
2_CN,0.0,0.0,0.0,0.15,0.15,0.15
3_CN,0.0,0.0,0.0,0.05,0.05,0.05
0_EN,0.0,0.0,0.0,-0.529319,0.5784279999999999,-0.101492
1_EN,0.0,0.0,0.0,-0.545187,-0.274899,-0.738761
2_EN,0.799207,1.17035,1.17527,0.46103599999999995,-0.512105,0.320511
3_EN,0.0,0.0,0.0,-0.162383,0.40110500000000004,-0.35428699999999996
0_EWG_0,0.0,0.0,0.0,0.15,0.15,0.15
0_EWG_1,0.0,0.0,0.0,-0.273248,0.0272774,0.32879400000000003
0_EWG_2,0.0,0.0,0.0,0.15,0.15,0.15
0_EWG_3,0.0,0.0,0.0,0.260346,0.372156,-0.0958096
0_EWG_4,0.0,0.0,0.0,0.15,0.15,0.15
0_EWG_5,0.0,0.0,0.0,-0.188384,-0.271117,0.12154000000000001
1_EWG_0,0.0,0.0,0.0,0.15,0.15,0.15
1_EWG_1,0.0,0.0,0.0,0.35534899999999997,0.611274,0.258275
1_EWG_2,0.0,0.0,0.0,0.15,0.15,0.15
1_EWG_3,0.0,0.0,0.0,-0.328986,-0.00289632,-0.211409
1_EWG_4,0.0,0.0,0.0,0.15,0.15,0.15
1_EWG_5,0.0,0.0,0.0,-0.41042399999999996,-0.346096,0.183574
2_EWG_0,0.0,0.0,0.0,0.15,0.15,0.15
2_EWG_1,0.0,0.0,0.0,0.282893,1.13455,0.785625
2_EWG_2,0.0,0.0,0.0,0.296174,-0.127237,0.41796700000000003
2_EWG_3,0.0,0.0,0.0,0.18148399999999998,-0.0433344,-0.14588099999999998
2_EWG_4,0.0,0.0,0.0,0.073608,0.22771599999999997,0.193492
2_EWG_5,0.0,0.0,0.0,0.26410100000000003,0.45698199999999994,-0.173523
3_EWG_0,0.0,0.0,0.0,0.15,0.15,0.15
3_EWG_1,0.0,0.0,0.0,-0.43858500000000006,0.248558,0.087997
3_EWG_2,0.0,0.0,0.0,0.15,0.15,0.15
3_EWG_3,0.0,0.0,0.0,-0.107674,0.465308,-0.059326699999999996
3_EWG_4,0.0,0.0,0.0,0.15,0.15,0.15
3_EWG_5,0.0,0.0,0.0,0.63193,0.612991,-0.086921
0_HH_0,0.0,0.0,0.0,0.15,0.15,0.15
0_HH_1,0.0,0.0,0.0,-0.309523,0.586978,0.327214
0_HH_2,0.0,0.0,0.0,0.15,0.15,0.15
0_HH_3,0.0,0.0,0.0,-0.175814,0.24343299999999998,-0.07846130000000001
0_HH_4,0.0,0.0,0.0,0.15,0.15,0.15
0_HH_5,0.0,0.0,0.0,-0.19284500000000002,0.256617,-0.562033
1_HH_0,0.0,0.0,0.0,0.15,0.15,0.15
1_HH_1,0.0,0.0,0.0,-0.00874567,0.6862689999999999,0.27460100000000004
1_HH_2,0.0,0.0,0.0,0.15,0.15,0.15
1_HH_3,0.0,0.0,0.0,0.017337099999999998,0.0551034,-0.25914
1_HH_4,0.0,0.0,0.0,0.15,0.15,0.15
1_HH_5,0.0,0.0,0.0,0.0507082,-0.566921,-0.102628
2_HH_0,0.0,0.0,0.0,0.15,0.15,0.15
2_HH_1,0.0,0.0,0.0,-0.565934,0.5142359999999999,1.15196
2_HH_2,0.0,0.0,0.0,0.15,0.15,0.15
2_HH_3,0.0,0.0,0.0,0.05088259999999999,0.492641,-0.00772574
2_HH_4,0.0,0.0,0.0,0.15,0.15,0.15
2_HH_5,0.0,0.0,0.0,0.6984020000000001,-0.832034,-0.577083
3_HH_0,0.0,0.0,0.0,0.15,0.15,0.15
3_HH_1,0.0,0.0,0.0,0.0811713,-0.556801,-0.0354926
3_HH_2,0.0,0.0,0.0,0.15,0.15,0.15
3_HH_3,0.0,0.0,0.0,0.5635,-0.0838779,-0.634826
3_HH_4,0.0,0.0,0.0,0.15,0.15,0.15
3_HH_5,0.0,0.0,0.0,0.24567399999999998,0.651072,0.365272
0_IWG,0.0,0.0,0.0,0.39131900000000003,-0.152197,1.06752
1_IWG,1.17346,1.6523400000000001,1.48015,0.05,0.05,0.05
2_IWG,0.0,0.0,0.0,0.15,0.15,0.15
3_IWG,0.0,0.0,0.0,0.05,0.05,0.05
0_PH_0,0.0,0.0,0.0,0.8655229999999999,-0.472864,-0.46181400000000006
0_PH_1,0.0,0.0,0.0,0.363921,-0.469558,0.268592
0_PH_2,0.0,0.0,0.0,-0.33962800000000004,0.48196400000000006,0.760936
0_PH_3,0.0,0.0,0.0,0.832641,0.370304,0.111881
0_PH_4,0.0,0.0,0.0,0.6233420000000001,-0.438145,0.124803
